ID,Full_Date_Collected,Month_Collected,Collectors,Weather,County,Locality,GPS_Cords,Time_Collected,Temp_When_Captured_F,Sex,Genus,Species,Date_Ran,Vial#_orControl,Mass_Before_CTmin_g,TC_CTmin_orControl,Start_Time_CTmin,End_Time_CTmin,CTmin_C,Mass_After_CTmin_g,TC_CTmax_orControl,Start_Time_CTmax,End_Time_CTmax,CTmax_C,Mass_After_CTmax_g,Vial_Mass_g,Field_Notes,Bee_Notes,Data_Notes
AMV0168,2023-Apr-05,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Cloudy_Rain,Centre,Holmes_Foster_Park,"40.7841096, -77.8640188",14:02,78,Female,Colletes,Col. inaequalis,2023-Apr-05,19,6.7213,19,14:54,15:44,-1.10,6.7207,19,16:13,17:15,49.23,6.7126,6.6130,,,
AMV0169,2023-Apr-05,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Cloudy_Rain,Centre,Holmes_Foster_Park,"40.7841096, -77.8640188",14:03,78,Female,Colletes,Col. inaequalis,2023-Apr-05,18,6.7745,18,14:54,15:45,-1.59,6.7729,18,16:13,17:13,49.41,6.7655,6.6657,,,
AMV0170,2023-Apr-12,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Holmes_Foster_Park,"40.7841096, -77.8640188",13:39,77,Female,Andrena,And. cressonii,2023-Apr-12,23,6.6426,22,15:47,16:38,1.06,6.6431,22,17:27,18:24,49.29,6.6399,6.6055,,,"CONSIDER NOT USING THIS DATA. CTmax machine did not ramp for some reason, after changing our TO1 to be one higher than the plate temp it worked for some reason, just to note the larger time difference between both trials"
AMV0171,2023-Apr-12,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Holmes_Foster_Park,"40.7841096, -77.8640188",13:40,77,Female,Andrena,And. phaceliae,2023-Apr-12,10,6.6604,15,15:47,16:39,1.70,6.6609,10,17:27,18:24,49.62,6.6591,6.6385,,,"CONSIDER NOT USING THIS DATA. CTmax machine did not ramp for some reason, after changing our TO1 to be one higher than the plate temp it worked for some reason, just to note the larger time difference between both trials"
AMV0172,2023-Apr-12,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Holmes_Foster_Park,"40.7841096, -77.8640188",13:44,77,Male,Andrena,And. miserabilis,2023-Apr-12,20,6.6414,20,15:47,16:38,-0.88,6.6421,20,17:27,18:16,46.10,6.6411,6.6321,,,"CONSIDER NOT USING THIS DATA. CTmax machine did not ramp for some reason, after changing our TO1 to be one higher than the plate temp it worked for some reason, just to note the larger time difference between both trials. Bee called too late on CTmax and died"
AMV0173,2023-Apr-12,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Holmes_Foster_Park,"40.7841096, -77.8640188",14:01,77,Female,Andrena,And. miserabilis,2023-Apr-12,8,6.6282,8,15:47,16:35,1.47,6.6286,15,17:27,18:24,50.30,6.6262,6.6061,,,"CONSIDER NOT USING THIS DATA. CTmax machine did not ramp for some reason, after changing our TO1 to be one higher than the plate temp it worked for some reason, just to note the larger time difference between both trials. Bee called too late on CTmax and died"
AMV0174,2023-Apr-12,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Holmes_Foster_Park,"40.7841096, -77.8640188",13:47,77,Male,Andrena,And. miserabilis,2023-Apr-12,16,6.7812,16,15:47,16:39,-0.01,6.7818,16,17:27,18:24,46.80,6.7810,6.7719,,,"CONSIDER NOT USING THIS DATA. CTmax machine did not ramp for some reason, after changing our TO1 to be one higher than the plate temp it worked for some reason, just to note the larger time difference between both trials"
AMV0175,2023-Apr-12,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Holmes_Foster_Park,"40.7841096, -77.8640188",13:49,77,Female,Andrena,And. miserabilis,2023-Apr-12,7,6.6513,7,15:47,16:42,-2.10,6.6519,7,17:27,18:14,45.71,6.6513,6.6304,,,"CONSIDER NOT USING THIS DATA. Called too late in CTmin. CTmax machine did not ramp for some reason, after changing our TO1 to be one higher than the plate temp it worked for some reason, just to note the larger time difference between both trials"
AMV0176,2023-Apr-12,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Holmes_Foster_Park,"40.7841096, -77.8640188",14:03,77,Male,Andrena,And. miserabilis,2023-Apr-12,9,6.6290,9,15:47,16:40,-1.41,6.6293,4,17:27,18:24,45.80,6.6278,6.6176,,,"CONSIDER NOT USING THIS DATA. CTmax machine did not ramp for some reason, after changing our TO1 to be one higher than the plate temp it worked for some reason, just to note the larger time difference between both trials"
AMV0177,2023-Apr-12,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Holmes_Foster_Park,"40.7841096, -77.8640188",14:06,77,Female,Andrena,And. miserabilis,2023-Apr-12,17,6.6261,18,15:47,16:43,-1.71,6.6266,17,17:27,18:24,49.93,6.6246,6.6012,,,"CONSIDER NOT USING THIS DATA. CTmax machine did not ramp for some reason, after changing our TO1 to be one higher than the plate temp it worked for some reason, just to note the larger time difference between both trials"
AMV0178,2023-Apr-12,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Holmes_Foster_Park,"40.7841096, -77.8640188",14:07,77,Male,Andrena,And. miserabilis,2023-Apr-12,3,6.6879,3,15:47,16:37,2.14,6.6882,3,17:27,NA,NA,6.6877,6.6755,,,"CONSIDER NOT USING THIS DATA. CTmax machine did not ramp for some reason, after changing our TO1 to be one higher than the plate temp it worked for some reason, just to note the larger time difference between both trials. Bee looked sick after CTmin and was taken off early, did not record a CTmax"
AMV0179,2023-Apr-12,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Holmes_Foster_Park,"40.7841096, -77.8640188",14:10,77,,Andrena,,2023-Apr-12,12,6.6272,12,15:47,16:40,-1.98,6.6277,12,17:27,18:24,49.63,6.6261,6.6035,,,"CONSIDER NOT USING THIS DATA. CTmax machine did not ramp for some reason, after changing our TO1 to be one higher than the plate temp it worked for some reason, just to note the larger time difference between both trials"
AMV0180,2023-Apr-12,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Holmes_Foster_Park,"40.7841096, -77.8640188",14:12,77,Male,Andrena,And. miserabilis,2023-Apr-12,19,6.6199,19,15:47,16:36,0.67,6.6203,19,17:27,18:12,44.47,6.6192,6.6098,,,"CONSIDER NOT USING THIS DATA. CTmax machine did not ramp for some reason, after changing our TO1 to be one higher than the plate temp it worked for some reason, just to note the larger time difference between both trials. Bee called too late on CTmax and died"
AMV0181,2023-Apr-12,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Holmes_Foster_Park,"40.7841096, -77.8640188",14:13,77,,Andrena,,2023-Apr-12,11,6.6388,11,15:47,16:41,-1.69,6.6393,11,17:27,18:24,49.73,6.6371,6.6196,"Was moving one leg around in circular motion, just curious about the behavior",,"CONSIDER NOT USING THIS DATA. Called too late in CTmin machine. CTmax machine did not ramp for some reason, after changing our TO1 to be one higher than the plate temp it worked for some reason, just to note the larger time difference between both trials"
AMV0182,2023-Apr-12,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Holmes_Foster_Park,"40.7841096, -77.8640188",14:15,77,Male,Andrena,And. miserabilis,2023-Apr-12,2,6.6644,1,15:47,16:43,-0.87,6.6647,2,17:27,18:20,47.99,6.6645,6.6534,,,"CONSIDER NOT USING THIS DATA. CTmax machine did not ramp for some reason, after changing our TO1 to be one higher than the plate temp it worked for some reason, just to note the larger time difference between both trials"
AMV0183,2023-Apr-12,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Holmes_Foster_Park,"40.7841096, -77.8640188",14:17,77,Male,Andrena,And. miserabilis,2023-Apr-12,Control2,6.6915,Control2,NA,NA,NA,6.6918,Control2,NA,NA,NA,6.6919,6.6837,,,"CONSIDER NOT USING THIS DATA. CTmax machine did not ramp for some reason, after changing our TO1 to be one higher than the plate temp it worked for some reason, just to note the larger time difference between both trials"
AMV0184,2023-Apr-12,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Holmes_Foster_Park,"40.7841096, -77.8640188",14:18,77,,Andrena,,2023-Apr-12,Control1,6.7264,Control1,NA,NA,NA,6.7266,Control1,NA,NA,NA,6.7270,6.7046,,,"CONSIDER NOT USING THIS DATA. CTmax machine did not ramp for some reason, after changing our TO1 to be one higher than the plate temp it worked for some reason, just to note the larger time difference between both trials"
AMV0185,2023-Apr-12,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Holmes_Foster_Park,"40.7841096, -77.8640188",14:22,78,Male,Andrena,And. miserabilis,2023-Apr-12,14,6.6749,14,15:47,16:31,2.87,6.6752,14,17:27,18:08,43.41,6.6745,6.6660,,,"CONSIDER NOT USING THIS DATA. CTmax machine did not ramp for some reason, after changing our TO1 to be one higher than the plate temp it worked for some reason, just to note the larger time difference between both trials"
AMV0186,2023-Apr-12,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Holmes_Foster_Park,"40.7841096, -77.8640188",14:23,78,,Andrena,,2023-Apr-12,5,6.6951,5,15:47,16:43,-0.10,6.6956,5,17:27,18:22,47.73,6.6942,6.6721,,,"CONSIDER NOT USING THIS DATA. CTmax machine did not ramp for some reason, after changing our TO1 to be one higher than the plate temp it worked for some reason, just to note the larger time difference between both trials"
AMV0187,2023-Apr-12,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Holmes_Foster_Park,"40.7841096, -77.8640188",14:27,78,Male,Andrena,And. fenningeri,2023-Apr-12,21,6.6559,21,15:47,16:31,4.94,6.6565,21,17:27,18:19,46.49,6.6550,6.6418,,,"CONSIDER NOT USING THIS DATA. CTmax machine did not ramp for some reason, after changing our TO1 to be one higher than the plate temp it worked for some reason, just to note the larger time difference between both trials"
AMV0188,2023-Apr-16,April,Alejandro_Medina_Valencia,Sunny,Centre,Holmes_Foster_Park,"40.7841096, -77.8640188",11:47,71,Female,Andrena,,2023-Apr-16,11,6.6456,11,13:38,14:28,-1.47,6.6468,11,14:50,15:34,44.27,6.6423,6.6207,Full pollen baskets on legs,,"FIRST TIME DOING THIS ALONE, take data with a grain of salt. Bee started to coil in on itself into a ball and speadicaly spasm around the vial so I called its CTmax (Maybe too early?)."
AMV0189,2023-Apr-16,April,Alejandro_Medina_Valencia,Sunny,Centre,Holmes_Foster_Park,"40.7841096, -77.8640188",11:51,71,Female,Andrena,,2023-Apr-16,13,6.6060,13,13:38,14:26,-1.71,6.6064,13,14:50,15:38,45.61,6.6027,6.5813,Full pollen baskets on legs,,"FIRST TIME DOING THIS ALONE, take data with a grain of salt. Bee started to coil in on itself into a ball and speadicaly spasm around the vial so I called its CTmax (Maybe too early?)."
AMV0190,2023-Apr-16,April,Alejandro_Medina_Valencia,Sunny,Centre,Holmes_Foster_Park,"40.7841096, -77.8640188",11:52,71,Female,Andrena,,2023-Apr-16,20,6.6440,20,13:38,14:26,-0.81,6.6444,20,14:50,15:46,49.47,6.6409,6.6282,,,"FIRST TIME DOING THIS ALONE, take data with a grain of salt. Had the usual CTmax cue where they flipped and legs splayed out and twitched independently of each other."
AMV0191,2023-Apr-16,April,Alejandro_Medina_Valencia,Sunny,Centre,Holmes_Foster_Park,"40.7841096, -77.8640188",11:58,71,Female,Andrena,,2023-Apr-16,17,6.6247,18,13:38,14:25,-0.47,6.6250,17,14:50,15:45,49.95,6.6212,6.6066,Full pollen baskets on legs,,"FIRST TIME DOING THIS ALONE, take data with a grain of salt. Had the usual CTmax cue where they flipped and legs splayed out and twitched independently of each other."
AMV0192,2023-Apr-16,April,Alejandro_Medina_Valencia,Sunny,Centre,Holmes_Foster_Park,"40.7841096, -77.8640188",12:00,71,Female,Andrena,,2023-Apr-16,8,6.6631,8,13:38,14:23,0.88,6.6631,10,14:50,15:45,49.33,6.6589,6.6413,Full pollen baskets on legs,,"FIRST TIME DOING THIS ALONE, take data with a grain of salt. Had the usual CTmax cue where they flipped and legs splayed out and twitched independently of each other."
AMV0193,2023-Apr-16,April,Alejandro_Medina_Valencia,Sunny,Centre,Holmes_Foster_Park,"40.7841096, -77.8640188",12:03,71,Female,Andrena,,2023-Apr-16,22,6.5731,22,13:38,14:27,0.28,6.5734,22,14:50,15:44,47.21,6.5698,6.5547,,,"FIRST TIME DOING THIS ALONE, take data with a grain of salt. Had the usual CTmax cue where they flipped and legs splayed out and twitched independently of each other."
AMV0194,2023-Apr-16,April,Alejandro_Medina_Valencia,Sunny,Centre,Holmes_Foster_Park,"40.7841096, -77.8640188",12:04,71,Female,Andrena,,2023-Apr-16,6,6.6301,7,13:38,14:19,2.78,6.6300,7,14:50,15:39,46.92,6.6259,6.6067,Full pollen baskets on legs,,"FIRST TIME DOING THIS ALONE, take data with a grain of salt. Bee started to coil in on itself into a ball and speadicaly spasm around the vial so I called its CTmax (Maybe too early?)."
AMV0195,2023-Apr-16,April,Alejandro_Medina_Valencia,Sunny,Centre,Holmes_Foster_Park,"40.7841096, -77.8640188",12:07,71,Female,Andrena,,2023-Apr-16,Control1,6.7355,Control1,NA,NA,NA,6.7352,Control1,NA,NA,NA,6.7328,6.7140,Full pollen baskets on legs,,"FIRST TIME DOING THIS ALONE, take data with a grain of salt. Had the usual CTmax cue where they flipped and legs splayed out and twitched independently of each other."
AMV0196,2023-Apr-16,April,Alejandro_Medina_Valencia,Sunny,Centre,Holmes_Foster_Park,"40.7841096, -77.8640188",12:10,71,Female,Andrena,,2023-Apr-16,15,6.6520,15,13:38,14:20,0.81,6.6520,15,14:50,15:36,45.68,6.6486,6.6293,Full pollen baskets on legs,,"FIRST TIME DOING THIS ALONE, take data with a grain of salt. Bee started to coil in on itself into a ball and speadicaly spasm around the vial so I called its CTmax (Maybe too early?)."
AMV0197,2023-Apr-16,April,Alejandro_Medina_Valencia,Sunny,Centre,Holmes_Foster_Park,"40.7841096, -77.8640188",12:13,71,Female,Andrena,,2023-Apr-16,2,6.6918,3,13:38,14:21,3.13,6.6915,2,14:50,15:47,49.25,6.6878,6.6668,Full pollen baskets on legs,,"FIRST TIME DOING THIS ALONE, take data with a grain of salt. Had the usual CTmax cue where they flipped and legs splayed out and twitched independently of each other."
AMV0198,2023-Apr-16,April,Alejandro_Medina_Valencia,Sunny,Centre,Holmes_Foster_Park,"40.7841096, -77.8640188",12:21,73,Female,Andrena,,2023-Apr-16,Control2,6.7185,Control2,NA,NA,NA,6.7179,Control2,NA,NA,NA,6.7155,6.6934,Full pollen baskets on legs,,"FIRST TIME DOING THIS ALONE, take data with a grain of salt. Had the usual CTmax cue where they flipped and legs splayed out and twitched independently of each other."
AMV0199,2023-Apr-16,April,Alejandro_Medina_Valencia,Sunny,Centre,Holmes_Foster_Park,"40.7841096, -77.8640188",12:22,73,Female,Andrena,,2023-Apr-16,4,6.6334,4,13:38,14:27,1.00,6.6334,4,14:50,15:46,48.42,6.6285,6.6114,,,"FIRST TIME DOING THIS ALONE, take data with a grain of salt. Had the usual CTmax cue where they flipped and legs splayed out and twitched independently of each other."
AMV0200,2023-Apr-17,April,Alejandro_Medina_Valencia,Sunny,Centre,Holmes_Foster_Park,"40.7841096, -77.8640188",11:41,71,Female,Nomada,Nom. illinoensis,2023-Apr-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brought to identify with Sarah, believe its a nomada but want verification",,"Exclue in data analysis, just brought over for identification"
AMV0201,2023-Apr-19,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Green_Hollow_Park,"40.8057900, -77.9071889",13:11,56,,Andrena,,2023-Apr-19,6,6.6260,12,15:25,16:11,-0.88,6.6257,2,16:42,NA,NA,6.6226,6.6052,,,Missed CTmax cue so did not record CTmax
AMV0202,2023-Apr-19,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Green_Hollow_Park,"40.8057900, -77.9071889",13:13,56,,Andrena,,2023-Apr-19,3,6.6766,3,15:25,NA,NA,6.6761,3,16:42,17:37,47.67,6.6738,6.6574,,,Missed CTmin cue so did not record a CTmin
AMV0203,2023-Apr-19,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Green_Hollow_Park,"40.8057900, -77.9071889",13:14,56,,Andrena,,2023-Apr-19,19,6.6271,19,15:25,NA,NA,6.6269,19,16:42,17:37,48.95,6.6245,6.6043,,,Missed CTmin cue so did not record a CTmin
AMV0204,2023-Apr-19,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Green_Hollow_Park,"40.8057900, -77.9071889",13:18,56,,Andrena,,2023-Apr-19,9,6.6366,9,15:25,16:11,-1.10,6.6361,15,16:42,17:37,46.98,6.6333,6.6158,,,
AMV0205,2023-Apr-19,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Green_Hollow_Park,"40.8057900, -77.9071889",13:20,56,,Andrena,,2023-Apr-19,23,6.6202,24,15:25,NA,NA,6.6195,10,16:42,NA,NA,6.6187,6.5933,,,"Missed CTmin cue so did not record a CTmin, Died during CTmax DO NOT USE THIS BEE FOR DATA"
AMV0206,2023-Apr-19,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Green_Hollow_Park,"40.8057900, -77.9071889",13:26,57,,Andrena,,2023-Apr-19,14,6.6860,14,15:25,NA,NA,6.6852,14,16:42,17:37,47.57,6.6821,6.6638,,,Missed CTmin cue so did not record a CTmin
AMV0207,2023-Apr-19,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Green_Hollow_Park,"40.8057900, -77.9071889",13:28,57,,Andrena,,2023-Apr-19,13,6.6061,13,15:25,NA,NA,6.6057,13,16:42,17:33,47.33,6.6036,6.5846,,,Missed CTmin cue so did not record a CTmin
AMV0208,2023-Apr-19,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Green_Hollow_Park,"40.8057900, -77.9071889",13:29,57,,Andrena,,2023-Apr-19,17,6.6404,21,15:25,NA,NA,6.6399,17,16:42,17:37,49.39,6.6370,6.6161,,,Missed CTmin cue so did not record a CTmin
AMV0209,2023-Apr-19,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Green_Hollow_Park,"40.8057900, -77.9071889",13:31,57,,Andrena,,2023-Apr-19,Control2,6.7146,Control2,NA,NA,NA,6.7139,Control2,NA,NA,NA,6.7131,6.6922,,,"Missed CTmin cue so did not record a CTmin, Missed CTmax cue so did not record CTmax"
AMV0210,2023-Apr-19,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Green_Hollow_Park,"40.8057900, -77.9071889",13:42,57,,Andrena,,2023-Apr-19,11,6.6809,11,15:25,16:11,-1.04,6.6804,11,16:42,17:30,46.87,6.6769,6.6561,,,
AMV0211,2023-Apr-19,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Green_Hollow_Park,"40.8057900, -77.9071889",13:51,58,,Andrena,,2023-Apr-19,22,6.5758,22,15:25,NA,NA,6.5753,22,16:42,17:37,46.48,6.5729,6.5540,,,Missed CTmin cue so did not record a CTmin
AMV0212,2023-Apr-19,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Green_Hollow_Park,"40.8057900, -77.9071889",13:52,58,,Andrena,,2023-Apr-19,4,6.6387,4,15:25,16:09,1.05,6.6382,4,16:42,17:37,45.77,6.6351,6.6110,,,
AMV0213,2023-Apr-19,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Green_Hollow_Park,"40.8057900, -77.9071889",13:53,58,,Andrena,,2023-Apr-19,16,6.7391,16,15:25,16:10,-0.20,6.7388,16,16:42,NA,NA,6.7367,6.7179,Full pollen baskets,,Missed CTmax cue so did not record CTmax
AMV0214,2023-Apr-19,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Green_Hollow_Park,"40.8057900, -77.9071889",13:54,58,,Andrena,,2023-Apr-19,7,6.6578,7,15:25,16:04,2.66,6.6574,12,16:42,17:37,48.89,6.6554,6.6351,Full pollen baskets,,
AMV0215,2023-Apr-19,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Green_Hollow_Park,"40.8057900, -77.9071889",14:02,58,,Andrena,,2023-Apr-19,18,6.6829,18,15:25,NA,NA,6.6825,18,16:42,NA,NA,6.6799,6.6645,,,"Missed CTmin cue so did not record a CTmin, Missed CTmax cue so did not record CTmax"
AMV0216,2023-Apr-19,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Green_Hollow_Park,"40.8057900, -77.9071889",14:03,58,,Andrena,,2023-Apr-19,Control1,6.7341,Control1,NA,NA,NA,6.7332,Control1,NA,NA,NA,6.7316,6.7109,,,"Missed CTmin cue so did not record a CTmin, Missed CTmax cue so did not record CTmax"
AMV0217,2023-Apr-19,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Green_Hollow_Park,"40.8057900, -77.9071889",14:04,58,,Andrena,,2023-Apr-19,20,6.6555,20,15:25,NA,NA,6.6551,20,16:42,17:37,48.31,6.6524,6.6269,,,Missed CTmin cue so did not record a CTmin
AMV0218,2023-Apr-19,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Green_Hollow_Park,"40.8057900, -77.9071889",14:05,58,Male,Andrena,And. miserabilis,2023-Apr-19,1,6.6644,1,15:25,NA,NA,6.6640,1,16:42,17:25,42.40,6.6621,6.6512,Only male caught today,,Missed CTmin cue so did not record a CTmin
AMV0219,2023-May-07,May,Alejandro_Medina_Valencia,Cloudy_Rain,Centre,Grays_Dale,"40.8104784, -77.9457473",13:09,67,Female,Osmia,Osm. cornifrons,2023-May-07,10,6.6951,11,14:46,15:34,-1.64,6.6944,10,16:00,17:06,55.43,6.6855,6.6349,Caught while going into bee hotel,,"Recording data alone so take with a grain of salt, Bees were sluggish after CTmax so may have missed first cues"
